Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
52.81714,S,52.81714,0.5450552,0,0.5376092,0,0,54.16418,33.2911,0,65.58234,79.27036,2.281335,-12.3681699517842,-12.3681699517209,-0.0000395638119560501,617.281968904073,-617.281968902839,0.00123441343890542,-89.99989,-89.99989,4425.368,0.09566372
52.82714,S,52.82714,0.5451528,0,0.5376161,0,0,54.16418,33.31226,0,65.58234,79.27036,2.281335,-12.355620441899,-12.3556204418356,-0.0000395683385870732,617.405525105729,-617.405525104496,0.00123401775552839,-89.99989,-89.99989,4419.194,0.09567606
52.83714,S,52.83714,0.5452504,0,0.537623,0,0,54.16418,33.33341,0,65.58234,79.27036,2.281335,-12.3430798727106,-12.3430798726472,-0.0000395728372700815,617.528955901696,-617.528955900464,0.00123362202716453,-89.99989,-89.99989,4413.019,0.0956884
52.84714,S,52.84714,0.545348,0,0.53763,0,0,54.16418,33.35455,0,65.58234,79.27036,2.281335,-12.3305399244041,-12.3305399243406,-0.0000395773302687477,617.652261298182,-617.652261296951,0.00123322625387069,-89.99989,-89.99989,4406.842,0.09570073
52.85714,S,52.85714,0.5454454,0,0.537637,0,0,54.16418,33.3757,0,65.58234,79.27036,2.281335,-12.3179982376287,-12.3179982375651,-0.0000395818014774362,617.775441277803,-617.775441276573,0.00123283043586476,-89.99989,-89.99989,4400.664,0.09571306
52.86713,S,52.86713,0.5455427,0,0.5376439,0,0,54.16418,33.39684,0,65.58234,79.27036,2.281335,-12.3054688443116,-12.3054688442479,-0.0000395862570541842,617.898495963494,-617.898495962265,0.00123243457330307,-89.99989,-89.99989,4394.485,0.09572539
52.87713,S,52.87713,0.5456398,0,0.5376508,0,0,54.16418,33.41797,0,65.58234,79.27036,2.281335,-12.2929385817601,-12.2929385816963,-0.0000395906846829172,618.021425346562,-618.021425345334,0.00123203866646509,-89.99989,-89.99989,4388.305,0.09573771
52.88713,S,52.88713,0.5457369,0,0.5376577,0,0,54.16418,33.43912,0,65.58234,79.27036,2.281335,-12.2803916795781,-12.2803916795143,-0.0000395951288909812,618.144229260611,-618.144229259384,0.00123164271518503,-89.99989,-89.99989,4382.123,0.09575003
52.89713,S,52.89713,0.5458338,0,0.5376647,0,0,54.16418,33.46026,0,65.58234,79.27036,2.281335,-12.2678585609706,-12.2678585609067,-0.0000395995489405915,618.266907843477,-618.266907842251,0.00123124671970448,-89.99989,-89.99989,4375.94,0.09576234
52.90713,S,52.90713,0.5459306,0,0.5376716,0,0,54.16418,33.48138,0,65.58234,79.27036,2.281335,-12.2553317753567,-12.2553317752927,-0.000039603941042187,618.38946115849,-618.389461157265,0.00123085068030291,-89.99989,-89.99989,4369.756,0.09577465
52.91713,S,52.91713,0.5460273,0,0.5376784,0,0,54.16418,33.50251,0,65.58234,79.27036,2.281335,-12.2427997743363,-12.2427997742722,-0.0000396083312490018,618.511889153495,-618.511889152271,0.00123045459699927,-89.99989,-89.99989,4363.571,0.09578696
52.92712,S,52.92712,0.5461239,0,0.5376853,0,0,54.16418,33.52364,0,65.58234,79.27036,2.281335,-12.2302721194881,-12.2302721194239,-0.000039612708192352,618.634191871955,-618.634191870732,0.0012300584699262,-89.99989,-89.99989,4357.385,0.09579926
52.93712,S,52.93712,0.5462203,0,0.5376922,0,0,54.16418,33.54474,0,65.58234,79.27036,2.281335,-12.2177587449195,-12.2177587448553,-0.0000396170391872708,618.756369456672,-618.75636945545,0.00122966229954318,-89.99989,-89.99989,4351.197,0.09581156
52.94712,S,52.94712,0.5463167,0,0.537699,0,0,54.16418,33.56585,0,65.58234,79.27036,2.281335,-12.2052404032972,-12.2052404032329,-0.0000396213716032751,618.878421857975,-618.878421856754,0.001229266085836,-89.99989,-89.99989,4345.008,0.09582385
52.95712,S,52.95712,0.5464129,0,0.537706,0,0,54.16418,33.58697,0,65.58234,79.27036,2.281335,-12.192720323206,-12.1927203231416,-0.0000396257011771085,619.00034905848,-619.00034905726,0.00122886982883309,-89.99989,-89.99989,4338.818,0.09583615
52.96712,S,52.96712,0.546509,0,0.5377128,0,0,54.16418,33.60808,0,65.58234,79.27036,2.281335,-12.1801997464095,-12.180199746345,-0.0000396300103820496,619.12215105322,-619.122151052001,0.00122847352873813,-89.99989,-89.99989,4332.627,0.09584843
52.97712,S,52.97712,0.546605,0,0.5377197,0,0,54.16418,33.62918,0,65.58234,79.27036,2.281335,-12.1676902213077,-12.1676902212431,-0.000039634292112671,619.243827952712,-619.243827951494,0.00122807718582586,-89.99989,-89.99989,4326.435,0.09586072
52.98711,S,52.98711,0.5467008,0,0.5377265,0,0,54.16418,33.65028,0,65.58234,79.27036,2.281335,-12.155178212679,-12.1551782126144,-0.0000396385743169876,619.36537973212,-619.365379730903,0.00122768080009155,-89.99989,-89.99989,4320.241,0.095873
52.99711,S,52.99711,0.5467967,0,0.5377334,0,0,54.16418,33.67139,0,65.58234,79.27036,2.281335,-12.1426598710567,-12.142659870992,-0.0000396428508369621,619.486806328115,-619.486806326899,0.00122728437159204,-89.99989,-89.99989,4314.046,0.09588527
53.00711,S,53.00711,0.5468923,0,0.5377402,0,0,54.16418,33.69248,0,65.58234,79.27036,2.281335,-12.1301498492495,-12.1301498491847,-0.0000396470880402377,619.608107823895,-619.60810782268,0.0012268879007205,-89.99989,-89.99989,4307.85,0.09589754
53.01711,S,53.01711,0.5469879,0,0.537747,0,0,54.16418,33.71356,0,65.58234,79.27036,2.281335,-12.1176515000189,-12.117651499954,-0.0000396513086641825,619.729284336185,-619.729284334971,0.00122649138764272,-89.99989,-89.99989,4301.652,0.0959098
53.02711,S,53.02711,0.5470833,0,0.5377538,0,0,54.16418,33.73466,0,65.58234,79.27036,2.281335,-12.1051380012741,-12.1051380012091,-0.0000396555411305064,619.85033571349,-619.850335712277,0.00122609483224028,-89.99989,-89.99989,4295.454,0.09592207
53.03711,S,53.03711,0.5471786,0,0.5377607,0,0,54.16418,33.75573,0,65.58234,79.27036,2.281335,-12.0926397762198,-12.0926397761548,-0.0000396597219640571,619.971262108548,-619.971262107336,0.0012256982350295,-89.99989,-89.99989,4289.254,0.09593432
53.0471,S,53.0471,0.5472737,0,0.5377675,0,0,54.16418,33.77679,0,65.58234,79.27036,2.281335,-12.080149622628,-12.0801496225629,-0.0000396638909552286,620.092063602073,-620.092063600862,0.00122530159612881,-89.99989,-89.99989,4283.053,0.09594658
53.0571,S,53.0571,0.5473688,0,0.5377743,0,0,54.16418,33.7979,0,65.58234,79.27036,2.281335,-12.0676400975262,-12.067640097461,-0.0000396680954735376,620.212740000349,-620.212739999139,0.00122490491518294,-89.99989,-89.99989,4276.851,0.09595883
53.0671,S,53.0671,0.5474638,0,0.5377811,0,0,54.16418,33.81896,0,65.58234,79.27036,2.281335,-12.0551482054656,-12.0551482054003,-0.000039672230358657,620.333291479707,-620.333291478498,0.00122450819288822,-89.99989,-89.99989,4270.648,0.09597108
53.0771,S,53.0771,0.5475586,0,0.5377879,0,0,54.16418,33.84003,0,65.58234,79.27036,2.281335,-12.0426517188802,-12.0426517188148,-0.0000396763766124604,620.453717994202,-620.453717992994,0.00122411142913096,-89.99989,-89.99989,4264.443,0.09598332
53.0871,S,53.0871,0.5476533,0,0.5377946,0,0,54.16418,33.8611,0,65.58234,79.27036,2.281335,-12.0301599509959,-12.0301599509305,-0.0000396804991815054,620.57401959102,-620.574019589814,0.00122371462414801,-89.99989,-89.99989,4258.238,0.09599556
53.0971,S,53.0971,0.5477479,0,0.5378014,0,0,54.16418,33.88216,0,65.58234,79.27036,2.281335,-12.0176699215805,-12.017669921515,-0.0000396846089607809,620.694196287548,-620.694196286343,0.00122331777806727,-89.99989,-89.99989,4252.031,0.09600779
53.10709,S,53.10709,0.5478424,0,0.5378082,0,0,54.16418,33.90322,0,65.58234,79.27036,2.281335,-12.0051852317479,-12.0051852316823,-0.0000396887007396401,620.81424813718,-620.814248135976,0.00122292089106874,-89.99989,-89.99989,4245.823,0.09602003
53.11709,S,53.11709,0.5479367,0,0.5378149,0,0,54.16418,33.92427,0,65.58234,79.27036,2.281335,-11.9927050122639,-11.9927050121982,-0.0000396927707285215,620.93417518462,-620.934175183417,0.00122252396337033,-89.99989,-89.99989,4239.613,0.09603225
53.12709,S,53.12709,0.548031,0,0.5378217,0,0,54.16418,33.94531,0,65.58234,79.27036,2.281335,-11.9802200740786,-11.9802200740128,-0.0000396968336119754,621.053977382681,-621.053977381479,0.00122212699504308,-89.99989,-89.99989,4233.403,0.09604448
53.13709,S,53.13709,0.5481251,0,0.5378284,0,0,54.16418,33.96635,0,65.58234,79.27036,2.281335,-11.9677494161731,-11.9677494161073,-0.0000397008709158902,621.173654874166,-621.173654872965,0.0012217299863428,-89.99989,-89.99989,4227.191,0.0960567
53.14709,S,53.14709,0.5482191,0,0.5378352,0,0,54.16418,33.98741,0,65.58234,79.27036,2.281335,-11.9552600076394,-11.9552600075735,-0.0000397049214832697,621.293207471568,-621.293207470368,0.00122133293713684,-89.99989,-89.99989,4220.978,0.09606892
53.15709,S,53.15709,0.5483131,0,0.5378419,0,0,54.16418,34.00844,0,65.58234,79.27036,2.281335,-11.9427898464394,-11.9427898463734,-0.0000397089199441808,621.412635367361,-621.412635366162,0.00122093584794627,-89.99989,-89.99989,4214.764,0.09608113
53.16708,S,53.16708,0.5484068,0,0.5378486,0,0,54.16418,34.02946,0,65.58234,79.27036,2.281335,-11.9303200577684,-11.9303200577023,-0.0000397129179313967,621.53193856527,-621.531938564072,0.00122053871877583,-89.99989,-89.99989,4208.548,0.09609333
53.17708,S,53.17708,0.5485005,0,0.5378553,0,0,54.16418,34.0505,0,65.58234,79.27036,2.281335,-11.9178498965683,-11.9178498965021,-0.0000397169083394899,621.65111706157,-621.651117060373,0.00122014154970131,-89.99989,-89.99989,4202.332,0.09610554
53.18708,S,53.18708,0.5485941,0,0.5378621,0,0,54.16418,34.07152,0,65.58234,79.27036,2.281335,-11.9053850749512,-11.9053850748849,-0.0000397208698521779,621.770170909657,-621.770170908461,0.00121974434101167,-89.99989,-89.99989,4196.114,0.09611773
53.19708,S,53.19708,0.5486875,0,0.5378687,0,0,54.16418,34.09254,0,65.58234,79.27036,2.281335,-11.8929146653983,-11.892914665332,-0.0000397248304174756,621.889100053651,-621.889100052456,0.00121934709271637,-89.99989,-89.99989,4189.896,0.09612993
53.20708,S,53.20708,0.5487809,0,0.5378755,0,0,54.16418,34.11355,0,65.58234,79.27036,2.281335,-11.8804599020652,-11.8804599019988,-0.0000397287526134646,622.007904650014,-622.00790464882,0.00121894980519912,-89.99989,-89.99989,4183.675,0.09614212
53.21708,S,53.21708,0.548874,0,0.5378821,0,0,54.16418,34.13458,0,65.58234,79.27036,2.281335,-11.867991479334,-11.8679914792675,-0.0000397326804937957,622.126584562154,-622.12658456096,0.00121855247840306,-89.99989,-89.99989,4177.454,0.09615431
53.22707,S,53.22707,0.5489671,0,0.5378888,0,0,54.16418,34.15559,0,65.58234,79.27036,2.281335,-11.8555348533557,-11.8555348532891,-0.0000397365913211007,622.245139908035,-622.245139906843,0.00121815511249873,-89.99989,-89.99989,4171.231,0.09616649
53.23707,S,53.23707,0.5490601,0,0.5378955,0,0,54.16418,34.17659,0,65.58234,79.27036,2.281335,-11.8430797174935,-11.8430797174268,-0.0000397404817795136,622.363570702562,-622.36357070137,0.00121775770768982,-89.99989,-89.99989,4165.008,0.09617867
53.24707,S,53.24707,0.5491529,0,0.5379022,0,0,54.16418,34.1976,0,65.58234,79.27036,2.281335,-11.8306201112829,-11.8306201112161,-0.0000397443651324989,622.481876901028,-622.481876899838,0.00121736026404738,-89.99989,-89.99989,4158.783,0.09619085
53.25707,S,53.25707,0.5492457,0,0.5379089,0,0,54.16418,34.21859,0,65.58234,79.27036,2.281335,-11.8181695699454,-11.8181695698786,-0.0000397482266955064,622.600058594084,-622.600058592895,0.00121696278178931,-89.99989,-89.99989,4152.557,0.09620302
53.26707,S,53.26707,0.5493383,0,0.5379155,0,0,54.16418,34.23959,0,65.58234,79.27036,2.281335,-11.8057217604876,-11.8057217604207,-0.0000397520678896218,622.718115809048,-622.71811580786,0.0012165652611193,-89.99989,-89.99989,4146.33,0.09621519
53.27707,S,53.27707,0.5494308,0,0.5379221,0,0,54.16418,34.2606,0,65.58234,79.27036,2.281335,-11.7932614092189,-11.7932614091519,-0.000039755917136555,622.836048420503,-622.836048419316,0.00121616770195682,-89.99989,-89.99989,4140.102,0.09622736
53.28706,S,53.28706,0.5495233,0,0.5379288,0,0,54.16418,34.28157,0,65.58234,79.27036,2.281335,-11.7808196844021,-11.780819684335,-0.0000397597303826555,622.953856614712,-622.953856613526,0.00121577010466188,-89.99989,-89.99989,4133.872,0.09623951
53.29706,S,53.29706,0.5496155,0,0.5379354,0,0,54.16418,34.30255,0,65.58234,79.27036,2.281335,-11.7683816848757,-11.7683816848085,-0.0000397635189966073,623.07154042893,-623.071540427744,0.0012153724694808,-89.99989,-89.99989,4127.641,0.09625167
53.30706,S,53.30706,0.5497077,0,0.5379421,0,0,54.16418,34.32354,0,65.58234,79.27036,2.281335,-11.7559404567643,-11.755940456697,-0.0000397673204003286,623.189099830867,-623.189099829683,0.00121497479628569,-89.99989,-89.99989,4121.409,0.09626383
53.31706,S,53.31706,0.5497997,0,0.5379487,0,0,54.16418,34.34451,0,65.58234,79.27036,2.281335,-11.743501463827,-11.7435014637597,-0.0000397710872243026,623.306534842879,-623.306534841696,0.00121457708542234,-89.99989,-89.99989,4115.176,0.09627597
53.32706,S,53.32706,0.5498917,0,0.5379553,0,0,54.16418,34.36547,0,65.58234,79.27036,2.281335,-11.7310783654621,-11.7310783653947,-0.0000397748284687376,623.42384562391,-623.423845622728,0.00121417933714654,-89.99989,-89.99989,4108.942,0.09628811
53.33706,S,53.33706,0.5499835,0,0.537962,0,0,54.16418,34.38644,0,65.58234,79.27036,2.281335,-11.7186399934067,-11.7186399933392,-0.0000397785706605629,623.541032021224,-623.541032020042,0.00121378155144883,-89.99989,-89.99989,4102.707,0.09630025
53.34705,S,53.34705,0.5500752,0,0.5379685,0,0,54.16418,34.40741,0,65.58234,79.27036,2.281335,-11.7062083268739,-11.7062083268063,-0.0000397822991152284,623.658094101874,-623.658094100694,0.00121338372846657,-89.99989,-89.99989,4096.47,0.09631239
53.35705,S,53.35705,0.5501668,0,0.5379751,0,0,54.16418,34.42838,0,65.58234,79.27036,2.281335,-11.6937781504573,-11.6937781503896,-0.0000397860185696856,623.775031880764,-623.775031879584,0.00121298586828977,-89.99989,-89.99989,4090.232,0.09632452
53.36705,S,53.36705,0.5502583,0,0.5379817,0,0,54.16418,34.44933,0,65.58234,79.27036,2.281335,-11.6813417652234,-11.6813417651556,-0.0000397897190763362,623.891845295803,-623.891845294625,0.0012125879711079,-89.99989,-89.99989,4083.993,0.09633665
53.37705,S,53.37705,0.5503497,0,0.5379883,0,0,54.16418,34.47029,0,65.58234,79.27036,2.281335,-11.6689195360929,-11.668919536025,-0.0000397933992140945,624.008534488554,-624.008534487377,0.00121219003712465,-89.99989,-89.99989,4077.753,0.09634877
53.38705,S,53.38705,0.5504408,0,0.5379949,0,0,54.16418,34.49123,0,65.58234,79.27036,2.281335,-11.6564997904893,-11.6564997904214,-0.0000397970665620833,624.125099483852,-624.125099482676,0.00121179206646792,-89.99989,-89.99989,4071.512,0.09636089
53.39705,S,53.39705,0.5505319,0,0.5380015,0,0,54.16418,34.51218,0,65.58234,79.27036,2.281335,-11.6440781822405,-11.6440781821725,-0.0000398007168570461,624.24154026307,-624.241540261895,0.00121139405930825,-89.99989,-89.99989,4065.269,0.09637301
53.40704,S,53.40704,0.550623,0,0.538008,0,0,54.16418,34.53311,0,65.58234,79.27036,2.281335,-11.631668494921,-11.6316684948529,-0.000039804342046165,624.357856945418,-624.357856944244,0.00121099601589669,-89.99989,-89.99989,4059.026,0.09638512
53.41704,S,53.41704,0.5507139,0,0.5380146,0,0,54.16418,34.55404,0,65.58234,79.27036,2.281335,-11.6192581867198,-11.6192581866516,-0.0000398079596561611,624.474049524686,-624.474049523513,0.00121059793630903,-89.99989,-89.99989,4052.781,0.09639723
53.42704,S,53.42704,0.5508047,0,0.5380211,0,0,54.16418,34.57497,0,65.58234,79.27036,2.281335,-11.6068482510476,-11.6068482509793,-0.000039811550739228,624.5901180046,-624.590118003428,0.00121019982081054,-89.99989,-89.99989,4046.535,0.09640934
53.43704,S,53.43704,0.5508953,0,0.5380276,0,0,54.16418,34.59588,0,65.58234,79.27036,2.281335,-11.594448249483,-11.5944482494146,-0.0000398151219270977,624.706062484501,-624.70606248333,0.00120980166960017,-89.99989,-89.99989,4040.288,0.09642144
53.44704,S,53.44704,0.5509859,0,0.5380342,0,0,54.16418,34.61682,0,65.58234,79.27036,2.281335,-11.5820304907009,-11.5820304906325,-0.0000398187125364693,624.821882786818,-624.821882785648,0.00120940348248371,-89.99989,-89.99989,4034.04,0.09643354
53.45704,S,53.45704,0.5510763,0,0.5380408,0,0,54.16418,34.63773,0,65.58234,79.27036,2.281335,-11.5696297440783,-11.5696297440098,-0.0000398222671450082,624.937579081672,-624.937579080502,0.00120900525982116,-89.99989,-89.99989,4027.791,0.09644563
53.46703,S,53.46703,0.5511667,0,0.5380473,0,0,54.16418,34.65865,0,65.58234,79.27036,2.281335,-11.557228376574,-11.5572283765054,-0.0000398258084900824,625.053151362852,-625.053151361684,0.00120860700174516,-89.99989,-89.99989,4021.54,0.09645771
53.47703,S,53.47703,0.5512568,0,0.5380538,0,0,54.16418,34.67955,0,65.58234,79.27036,2.281335,-11.5448321002999,-11.5448321002312,-0.0000398293237819224,625.168599681274,-625.168599680106,0.00120820870851624,-89.99989,-89.99989,4015.288,0.0964698
53.48703,S,53.48703,0.551347,0,0.5380603,0,0,54.16418,34.70046,0,65.58234,79.27036,2.281335,-11.5324314778536,-11.5324314777848,-0.0000398328428633236,625.283923993472,-625.283923992306,0.00120781038009651,-89.99989,-89.99989,4009.035,0.09648187
53.49703,S,53.49703,0.5514369,0,0.5380668,0,0,54.16418,34.72137,0,65.58234,79.27036,2.281335,-11.5200332147579,-11.520033214689,-0.0000398363510497361,625.399124323044,-625.399124321878,0.00120741201659492,-89.99989,-89.99989,4002.781,0.09649395
53.50703,S,53.50703,0.5515268,0,0.5380733,0,0,54.16418,34.74226,0,65.58234,79.27036,2.281335,-11.5076414088323,-11.5076414087633,-0.0000398398364987805,625.514200734558,-625.514200733394,0.00120701361823884,-89.99989,-89.99989,3996.526,0.09650602
53.51702,S,53.51702,0.5516165,0,0.5380798,0,0,54.16418,34.76314,0,65.58234,79.27036,2.281335,-11.4952618963648,-11.4952618962957,-0.0000398432864206873,625.629153350952,-625.629153349788,0.00120661518538354,-89.99989,-89.99989,3990.27,0.09651809
53.52702,S,53.52702,0.5517061,0,0.5380862,0,0,54.16418,34.78403,0,65.58234,79.27036,2.281335,-11.4828797761941,-11.482879776125,-0.0000398467306582521,625.743982146146,-625.743982144983,0.00120621671808586,-89.99989,-89.99989,3984.013,0.09653015
53.53702,S,53.53702,0.5517957,0,0.5380927,0,0,54.16418,34.80493,0,65.58234,79.27036,2.281335,-11.470481388922,-11.4704813888528,-0.0000398501886329767,625.85868695747,-625.858686956308,0.00120581821620844,-89.99989,-89.99989,3977.754,0.09654222
53.54702,S,53.54702,0.5518851,0,0.5380992,0,0,54.16418,34.82579,0,65.58234,79.27036,2.281335,-11.4581114380333,-11.458111437964,-0.0000398535812377682,625.973268069287,-625.973268068126,0.00120541968040497,-89.99989,-89.99989,3971.494,0.09655427
53.55702,S,53.55702,0.5519744,0,0.5381057,0,0,54.16418,34.84668,0,65.58234,79.27036,2.281335,-11.4457319255658,-11.4457319254964,-0.0000398570079486118,626.087725385983,-626.087725384823,0.00120502111033439,-89.99989,-89.99989,3965.233,0.09656633
53.56702,S,53.56702,0.5520636,0,0.5381121,0,0,54.16418,34.86755,0,65.58234,79.27036,2.281335,-11.4333602362082,-11.4333602361387,-0.0000398603906058048,626.202058985788,-626.202058984629,0.00120462250643724,-89.99989,-89.99989,3958.971,0.09657837
53.57701,S,53.57701,0.5521526,0,0.5381185,0,0,54.16418,34.88841,0,65.58234,79.27036,2.281335,-11.4209900369667,-11.4209900368971,-0.0000398637595258379,626.316268883603,-626.316268882445,0.00120422386885089,-89.99989,-89.99989,3952.708,0.09659042
53.58701,S,53.58701,0.5522416,0,0.538125,0,0,54.16418,34.90926,0,65.58234,79.27036,2.281335,-11.4086199619016,-11.4086199618319,-0.0000398671099717595,626.43035508067,-626.430355079513,0.00120382519776008,-89.99989,-89.99989,3946.444,0.09660246
53.59701,S,53.59701,0.5523304,0,0.5381314,0,0,54.16418,34.93013,0,65.58234,79.27036,2.281335,-11.3962481483675,-11.3962481482978,-0.0000398704651546328,626.544317559605,-626.544317558449,0.00120342649311745,-89.99989,-89.99989,3940.178,0.09661449
53.60701,S,53.60701,0.5524191,0,0.5381379,0,0,54.16418,34.95097,0,65.58234,79.27036,2.281335,-11.3838899942316,-11.3838899941618,-0.0000398737800734167,626.658156457001,-626.658156455846,0.00120302775532563,-89.99989,-89.99989,3933.912,0.09662653
53.61701,S,53.61701,0.5525076,0,0.5381442,0,0,54.16418,34.97183,0,65.58234,79.27036,2.281335,-11.3715197949902,-11.3715197949203,-0.0000398771002028476,626.771871652408,-626.771871651254,0.00120262898433251,-89.99989,-89.99989,3927.644,0.09663855
53.62701,S,53.62701,0.5525962,0,0.5381507,0,0,54.16418,34.99266,0,65.58234,79.27036,2.281335,-11.3591697123168,-11.3591697122468,-0.0000398803857525312,626.885463346991,-626.885463345838,0.0012022301804839,-89.99989,-89.99989,3921.375,0.09665058
53.637,S,53.637,0.5526845,0,0.5381571,0,0,54.16418,35.01351,0,65.58234,79.27036,2.281335,-11.3468087021249,-11.3468087020548,-0.0000398836760391664,626.998931431474,-626.998931430322,0.00120183134373242,-89.99989,-89.99989,3915.105,0.0966626
53.647,S,53.647,0.5527728,0,0.5381635,0,0,54.16418,35.03434,0,65.58234,79.27036,2.281335,-11.33445017546,-11.3344501753898,-0.000039886947377995,627.112275930693,-627.112275929542,0.00120143247426756,-89.99989,-89.99989,3908.834,0.09667461
53.657,S,53.657,0.552861,0,0.5381699,0,0,54.16418,35.05517,0,65.58234,79.27036,2.281335,-11.3221017070791,-11.3221017070088,-0.0000398901812949053,627.225496945231,-627.225496944081,0.00120103357246353,-89.99989,-89.99989,3902.562,0.09668662
53.667,S,53.667,0.552949,0,0.5381763,0,0,54.16418,35.07602,0,65.58234,79.27036,2.281335,-11.3097402001818,-11.3097402001114,-0.0000398934507389532,627.338594344703,-627.338594343554,0.00120063463796506,-89.99989,-89.99989,3896.288,0.09669863
53.677,S,53.677,0.5530369,0,0.5381826,0,0,54.16418,35.09684,0,65.58234,79.27036,2.281335,-11.2973953329148,-11.2973953328444,-0.0000398966586026293,627.451568295505,-627.451568294357,0.00120023567138795,-89.99989,-89.99989,3890.014,0.09671064
53.687,S,53.687,0.5531247,0,0.538189,0,0,54.16418,35.11763,0,65.58234,79.27036,2.281335,-11.2850704580397,-11.2850704579692,-0.0000398998446763277,627.564418997561,-627.564418996414,0.0011998366729501,-89.99989,-89.99989,3883.738,0.09672264
53.69699,S,53.69699,0.5532123,0,0.5381954,0,0,54.16418,35.13846,0,65.58234,79.27036,2.281335,-11.2727151599598,-11.2727151598892,-0.0000399030563295651,627.677146146639,-627.677146145493,0.00119943764239572,-89.99989,-89.99989,3877.461,0.09673464
53.70699,S,53.70699,0.5532999,0,0.5382017,0,0,54.16418,35.15926,0,65.58234,79.27036,2.281335,-11.2603801026242,-11.2603801025535,-0.0000399062225080664,627.789749945147,-627.789749944002,0.00119903858017956,-89.99989,-89.99989,3871.184,0.09674663
53.71699,S,53.71699,0.5533874,0,0.5382081,0,0,54.16418,35.18007,0,65.58234,79.27036,2.281335,-11.2480450452887,-11.2480450452179,-0.000039909381107445,627.902230393084,-627.90223039194,0.00119863948637741,-89.99989,-89.99989,3864.905,0.09675862
53.72699,S,53.72699,0.5534747,0,0.5382144,0,0,54.16418,35.20086,0,65.58234,79.27036,2.281335,-11.235714955007,-11.2357149549361,-0.0000399125250222734,628.014587540121,-628.014587538978,0.00119824036113611,-89.99989,-89.99989,3858.625,0.09677061
53.73699,S,53.73699,0.553562,0,0.5382208,0,0,54.16418,35.22165,0,65.58234,79.27036,2.281335,-11.2233895834265,-11.2233895833555,-0.0000399156433575628,628.126821433445,-628.126821432303,0.00119784120471146,-89.99989,-89.99989,3852.343,0.09678259
53.74699,S,53.74699,0.5536491,0,0.5382271,0,0,54.16418,35.24245,0,65.58234,79.27036,2.281335,-11.2110547744436,-11.2110547743725,-0.0000399187706930604,628.238931978682,-628.238931977541,0.00119744201701345,-89.99989,-89.99989,3846.061,0.09679456
53.75698,S,53.75698,0.553736,0,0.5382334,0,0,54.16418,35.26325,0,65.58234,79.27036,2.281335,-11.1987215797533,-11.1987215796821,-0.0000399218861861788,628.350919191975,-628.350919190835,0.00119704279816051,-89.99989,-89.99989,3839.777,0.09680653
53.76698,S,53.76698,0.5538229,0,0.5382397,0,0,54.16418,35.28401,0,65.58234,79.27036,2.281335,-11.1864152071536,-11.1864152070824,-0.0000399249509939142,628.462783341545,-628.462783340406,0.00119664354865949,-89.99989,-89.99989,3833.493,0.0968185
53.77698,S,53.77698,0.5539097,0,0.538246,0,0,54.16418,35.30479,0,65.58234,79.27036,2.281335,-11.1740903322784,-11.1740903322071,-0.0000399280290651143,628.574524242368,-628.57452424123,0.00119624426837776,-89.99989,-89.99989,3827.207,0.09683046
53.78698,S,53.78698,0.5539964,0,0.5382524,0,0,54.16418,35.32555,0,65.58234,79.27036,2.281335,-11.1617803585648,-11.1617803584934,-0.0000399310701880913,628.686142043457,-628.68614204232,0.0011958449576848,-89.99989,-89.99989,3820.92,0.09684242
53.79698,S,53.79698,0.5540829,0,0.5382586,0,0,54.16418,35.34632,0,65.58234,79.27036,2.281335,-11.1494611958015,-11.14946119573,-0.0000399341184164959,628.797636652921,-628.797636651785,0.00119544561650956,-89.99989,-89.99989,3814.632,0.09685438
53.80698,S,53.80698,0.5541694,0,0.5382649,0,0,54.16418,35.36708,0,65.58234,79.27036,2.281335,-11.1371497319718,-11.1371497319002,-0.0000399371368021048,628.90900814775,-628.909008146615,0.00119504624515047,-89.99989,-89.99989,3808.343,0.09686633
53.81697,S,53.81697,0.5542557,0,0.5382712,0,0,54.16418,35.38785,0,65.58234,79.27036,2.281335,-11.1248400066108,-11.1248400065391,-0.0000399401490296766,629.020256545328,-629.020256544194,0.0011946468436691,-89.99989,-89.99989,3802.053,0.09687828
53.82697,S,53.82697,0.5543419,0,0.5382774,0,0,54.16418,35.4086,0,65.58234,79.27036,2.281335,-11.1125351241274,-11.1125351240556,-0.0000399431413620514,629.131381894084,-629.131381892951,0.00119424741226441,-89.99989,-89.99989,3795.761,0.09689023
53.83697,S,53.83697,0.554428,0,0.5382838,0,0,54.16418,35.42935,0,65.58234,79.27036,2.281335,-11.1002282548224,-11.1002282547505,-0.0000399461246942179,629.24238417415,-629.242384173017,0.0011938479510264,-89.99989,-89.99989,3789.469,0.09690217
53.84697,S,53.84697,0.5545139,0,0.53829,0,0,54.16418,35.45009,0,65.58234,79.27036,2.281335,-11.0879299536853,-11.0879299536133,-0.0000399490843416261,629.353263471207,-629.353263470075,0.00119344846019191,-89.99989,-89.99989,3783.176,0.09691411
