Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft),Pressure (Pa)
4.360005,S,4.360005,0.9156041,0,0.5718359,0,254.6037,54.65833,108.6264,0,66.85247,79.3668,2.085721,53.7414185302284,53.741418529731,0.000231221369948947,1044.47663640164,1044.47663639785,0.00281206933858763,89.99985,89.99985,2432.902,0.006155402,93139.05
4.370005,S,4.370005,0.9161074,0,0.5724465,0,250.4601,54.64371,108.8163,0,66.8399,79.36991,2.088334,51.2144149867888,51.2144149862968,0.00022448788029913,1044.98878054006,1044.98878053627,0.00281431421734044,89.99985,89.99985,2443.352,0.006183534,93105.09
4.380005,S,4.380005,0.9165884,0,0.573048,0,246.3165,54.62937,108.9993,0,66.82735,79.37289,2.090924,48.6896957914117,48.6896957909248,0.000217756399116826,1045.47567748709,1045.4756774833,0.00281649178128294,89.99985,89.99985,2453.807,0.006211688,93071.11
4.390006,S,4.390006,0.9170474,0,0.5736386,0,242.1731,54.6153,109.1751,0,66.81478,79.37572,2.093491,46.1676071477499,46.1676071472676,0.000211027805580263,1045.93735354825,1045.93735354445,0.00281860205929157,89.99985,89.99985,2464.266,0.006239864,93037.14
4.400006,S,4.400006,0.9174843,0,0.5742157,0,238.0295,54.60149,109.3431,0,66.80222,79.37843,2.096035,43.6483517116002,43.6483517111221,0.00020430259612198,1046.3738370556,1046.3738370518,0.00282064508520712,89.99985,89.99985,2474.73,0.00626806,93003.16
4.410006,S,4.410006,0.9178991,0,0.5747771,0,233.8859,54.58797,109.5029,0,66.78965,79.38099,2.098556,41.1322677393294,41.1322677388549,0.000197581835608712,1046.7851597238,1046.78515971999,0.00282262090351904,89.99985,89.99985,2485.198,0.006296276,92969.17
4.420006,S,4.420006,0.918292,0,0.575321,0,229.4841,54.57471,109.6543,0,66.77709,79.38342,2.101054,38.4674850761821,38.4674850757106,0.000190455815615959,1047.16983456596,1047.16983456215,0.00282452546163263,89.99985,89.99985,2495.669,0.006324512,92935.18
4.430007,S,4.430007,0.9186615,0,0.5758433,0,224.8246,54.56173,109.7959,0,66.76453,79.3857,2.103528,35.654939018397,35.6549390179278,0.000182926798511843,1047.52638394817,1047.52638394436,0.00282635472957686,89.99985,89.99985,2506.145,0.006352766,92901.19
4.440007,S,4.440007,0.9190063,0,0.5763401,0,220.1652,54.54905,109.9267,0,66.75196,79.38783,2.105978,32.8470341757235,32.8470341752552,0.000175405648537073,1047.85485428259,1047.85485427877,0.00282810878602302,89.99985,89.99985,2516.623,0.006381039,92867.21
4.450007,S,4.450007,0.9193267,0,0.5768099,0,215.5057,54.53668,110.0467,0,66.7394,79.38981,2.108402,30.043881810168,30.0438818096989,0.000167892665066996,1048.15529309397,1048.15529309015,0.00282978771263616,89.99985,89.99985,2527.105,0.006409328,92833.21
4.460007,S,4.460007,0.9196224,0,0.5772505,0,210.8462,54.52462,110.155,0,66.72684,79.39164,2.110801,27.245936903863,27.2459369033909,0.00016038911570988,1048.42775245691,1048.42775245309,0.00283139160375741,89.99985,89.99985,2537.589,0.006437634,92799.23
4.470007,S,4.470007,0.9198935,0,0.5776603,0,206.1868,54.51286,110.2517,0,66.71427,79.39331,2.113173,24.4534214841159,24.4534214836379,0.000152895549952119,1048.67228666629,1048.67228666246,0.00283292055922276,89.99985,89.99985,2548.076,0.006465955,92765.24
4.480008,S,4.480008,0.9201401,0,0.5780379,0,201.5272,54.5014,110.3364,0,66.70171,79.39484,2.115521,21.6664324084778,21.6664324079898,0.00014541235053941,1048.88895098553,1048.8889509817,0.00283437468269565,89.99985,89.99985,2558.565,0.006494292,92731.26
4.490008,S,4.490008,0.9203624,0,0.5783823,0,196.8677,54.49026,110.4088,0,66.68915,79.39621,2.117844,18.8852135592942,18.8852135587904,0.000137940099169418,1049.0778031169,1049.07780311307,0.00283575408365651,89.99985,89.99985,2569.055,0.006522642,92697.28
4.500008,S,4.500008,0.9205604,0,0.5786922,0,192.2082,54.47942,110.4687,0,66.67658,79.39744,2.120143,16.1099499593236,16.1099499587952,0.000130479398382396,1049.2389026129,1049.23890260906,0.00283705887761117,89.99985,89.99985,2579.548,0.006551006,92663.31
4.510008,S,4.510008,0.9207339,0,0.5789663,0,187.5488,54.46888,110.516,0,66.66402,79.39851,2.122415,13.3408703414009,13.3408703408336,0.000123030731347417,1049.37231131333,1049.37231130949,0.00283828918489714,89.99985,89.99985,2590.042,0.006579383,92629.34
4.520009,S,4.520009,0.9208831,0,0.5792038,0,182.8893,54.45865,110.5504,0,66.65146,79.39943,2.124662,10.578010095796,10.5780100951644,0.000115594346280747,1049.47809141192,1049.47809140808,0.00283944512833411,89.99985,89.99985,2600.536,0.006607772,92595.38
4.530009,S,4.530009,0.9210083,0,0.5794044,0,178.2296,54.44872,110.5719,0,66.63889,79.40021,2.126886,7.8214496888077,7.8214496880597,0.00010817044971348,1049.55630590705,1049.55630590321,0.00284052683280707,89.99985,89.99985,2611.032,0.006636172,92561.42
4.540009,S,4.540009,0.9211091,0,0.5795668,0,173.8256,54.43911,110.5802,0,66.62633,79.40083,2.129083,5.22241188187469,5.22241188089477,0.000101168397640911,1049.6085300247,1049.60853002085,0.00284153851676087,89.99985,89.99985,2621.528,0.006664582,92527.48
4.550009,S,4.550009,0.9211872,0,0.5796931,0,170.4379,54.42979,110.5762,0,66.61376,79.40131,2.131257,3.22995460192784,3.229954600507,0.0000958044270384164,1049.64082956998,1049.64082956613,0.00284249656100984,89.99985,89.99985,2632.024,0.006693002,92493.54
4.560009,S,4.560009,0.9212478,0,0.5797915,0,167.0502,54.42073,110.5627,0,66.6012,79.40169,2.133414,1.24230020060277,1.24230019731,0.0000904501491864444,1049.65325257168,1049.65325256783,0.00284340106248149,89.99985,89.99985,2642.521,0.006721432,92459.61
4.57001,S,4.57001,0.9212908,0,0.5798615,0,163.6625,54.41189,110.5395,0,66.58864,79.40195,2.135551,-0.74048998271092,-0.740489977820242,0.0000851057943008466,1049.64584767207,1049.64584766822,0.00284425212040548,89.99985,89.99985,2653.017,0.00674987,92425.7
4.58001,S,4.58001,0.9213167,0,0.5799037,0,160.2747,54.40327,110.5068,0,66.57607,79.40211,2.137672,-2.71847465370481,-2.7184746525344,0.0000797711492187977,1049.61866292616,1049.6186629223,0.00284504983187984,89.99985,89.99985,2663.513,0.006778317,92391.79
4.59001,S,4.59001,0.921325,0,0.5799173,0,156.8869,54.39487,110.4645,0,66.56351,79.40216,2.139775,-4.69149696941503,-4.69149696882435,0.0000744467008989299,1049.57174795752,1049.57174795366,0.00284579429887219,89.99985,89.99985,2674.009,0.006806771,92357.9
4.60001,S,4.60001,0.9213161,0,0.5799027,0,153.4991,54.3867,110.4128,0,66.55095,79.40211,2.14186,-6.65961431980384,-6.65961431944502,0.0000691322750214217,1049.50515181581,1049.50515181195,0.00284648562160695,89.99985,89.99985,2684.504,0.006835232,92324.02
4.610011,S,4.610011,0.9212899,0,0.57986,0,150.1114,54.37876,110.3515,0,66.53838,79.40195,2.143927,-8.62281726723034,-8.62281726699411,0.0000638279293770834,1049.41892364507,1049.41892364121,0.00284712390088645,89.99985,89.99985,2694.998,0.0068637,92290.15
4.620011,S,4.620011,0.9212465,0,0.5797894,0,146.7236,54.37103,110.2808,0,66.52582,79.40168,2.145977,-10.5811050665754,-10.5811050664135,0.0000585336478602794,1049.31311259677,1049.31311259291,0.00284770923735197,89.99985,89.99985,2705.491,0.006892174,92256.29
4.630011,S,4.630011,0.9211857,0,0.5796908,0,143.3357,54.36353,110.2008,0,66.51326,79.4013,2.148007,-12.5345702291942,-12.5345702290811,0.0000532492324664294,1049.18776689729,1049.18776689342,0.00284824172966473,89.99985,89.99985,2715.983,0.006920654,92222.45
4.640011,S,4.640011,0.9211079,0,0.5795649,0,139.9478,54.35625,110.1114,0,66.50069,79.40082,2.150021,-14.4831432163226,-14.4831432162431,0.000047974830988426,1049.04293546836,1049.04293546449,0.00284872147796389,89.99985,89.99985,2726.474,0.006949139,92188.62
4.650012,S,4.650012,0.9210131,0,0.5794121,0,136.56,54.3492,110.013,0,66.48813,79.40023,2.152017,-16.4268969194701,-16.4268969194146,0.0000427103036861946,1048.87866650284,1048.87866649897,0.00284914858099121,89.99985,89.99985,2736.963,0.006977628,92154.81
4.660012,S,4.660012,0.9209009,0,0.5792322,0,133.6645,54.34237,109.9054,0,66.47557,79.39954,2.153996,-18.0744815932876,-18.0744815932471,0.000038247163447488,1048.69792169095,1048.69792168708,0.00284953105261714,89.99985,89.99985,2747.45,0.007006122,92121.01
4.670012,S,4.670012,0.9207745,0,0.5790308,0,131.5041,54.33575,109.7903,0,66.46301,79.39876,2.155959,-19.283061408898,-19.2830614088663,0.000034974335321321,1048.50509108117,1048.5050910773,0.00284988079596254,89.99985,89.99985,2757.935,0.007034619,92087.24
4.680012,S,4.680012,0.9206375,0,0.5788137,0,129.3437,54.32929,109.6698,0,66.45044,79.39791,2.157912,-20.4888529688357,-20.4888529688112,0.0000317070773766316,1048.30020255606,1048.30020255219,0.00285019786672922,89.99985,89.99985,2768.418,0.007063119,92053.47
4.690012,S,4.690012,0.9204897,0,0.5785812,0,127.1832,54.32298,109.544,0,66.43787,79.397,2.159853,-21.6918249806612,-21.6918249806425,0.0000284454867209293,1048.08328431111,1048.08328430723,0.00285048232159007,89.99985,89.99985,2778.898,0.007091623,92019.73
4.700013,S,4.700013,0.9203314,0,0.578334,0,125.0227,54.31681,109.413,0,66.42532,79.39602,2.161784,-22.8920333237298,-22.8920333237159,0.000025189413192846,1047.85436398299,1047.85436397911,0.00285073421571637,89.99985,89.99985,2789.377,0.007120129,91986
4.710013,S,4.710013,0.9201626,0,0.5780725,0,122.8621,54.31078,109.277,0,66.41275,79.39497,2.163704,-24.0895818094667,-24.0895818094567,0.0000219385640487679,1047.61346817028,1047.6134681664,0.00285095360135195,89.99985,89.99985,2799.853,0.007148637,91952.29
4.720013,S,4.720013,0.9199833,0,0.5777972,0,120.7017,54.3049,109.136,0,66.40018,79.39387,2.165613,-25.2844542949469,-25.28445429494,0.0000186930148430743,1047.36062363298,1047.3606236291,0.0028511405314962,89.99985,89.99985,2810.327,0.007177148,91918.6
4.730013,S,4.730013,0.9197933,0,0.5775082,0,118.5411,54.29916,108.99,0,66.38763,79.39269,2.167511,-26.4766753670869,-26.4766753670824,0.000015452691679319,1047.09585688523,1047.09585688135,0.00285129505840954,89.99985,89.99985,2820.798,0.00720566,91884.92
4.740014,S,4.740014,0.9195929,0,0.5772062,0,116.3805,54.29356,108.8392,0,66.37506,79.39146,2.169399,-27.6663384064986,-27.6663384064959,0.0000122173344988549,1046.81919350735,1046.81919350347,0.0028514172317518,89.99985,89.99985,2831.266,0.007234173,91851.27
4.750014,S,4.750014,0.9193821,0,0.576892,0,114.2198,54.28811,108.6839,0,66.3625,79.39015,2.171276,-28.8536202402988,-28.8536202402974,0.00000898647683036566,1046.5306573114,1046.53065730752,0.0028515070965181,89.99985,89.99985,2841.731,0.007262688,91817.63
4.760014,S,4.760014,0.9191608,0,0.5765657,0,112.0593,54.2828,108.524,0,66.34993,79.38879,2.173142,-30.038374340399,-30.0383743403985,0.00000576052913071401,1046.23027357472,1046.23027357083,0.00285156470180812,89.99985,89.99985,2852.194,0.007291203,91784.02
4.770014,S,4.770014,0.918929,0,0.576228,0,109.8986,54.27763,108.3597,0,66.33737,79.38735,2.174997,-31.2207929317831,-31.220792931783,0.00000253896367387717,1045.91806565238,1045.91806564849,0.00285159009144429,89.99985,89.99985,2862.653,0.007319719,91750.42
4.780015,S,4.780015,0.918687,0,0.5758798,0,107.7379,54.27261,108.1911,0,66.32481,79.38586,2.176842,-32.4009510169639,-32.4009510169639,-0.000000678420512721277,1045.59405614945,1045.59405614556,0.00285158330723931,89.99985,89.99985,2873.109,0.007348234,91716.84
4.790015,S,4.790015,0.9184344,0,0.5755211,0,105.5771,54.26773,108.0184,0,66.31224,79.38429,2.178675,-33.5789146577575,-33.5789146577573,-0.00000389179423319674,1045.25826701038,1045.25826700649,0.00285154438929785,89.99985,89.99985,2883.562,0.00737675,91683.29
4.800015,S,4.800015,0.9181716,0,0.5751531,0,103.4164,54.26299,107.8416,0,66.29968,79.38267,2.180498,-34.7546813706369,-34.7546813706362,-0.00000710115561497302,1044.91072020444,1044.91072020055,0.00285147337774329,89.99985,89.99985,2894.011,0.007405265,91649.75
4.810015,S,4.810015,0.9178983,0,0.574776,0,101.2556,54.2584,107.661,0,66.28712,79.38098,2.182311,-35.9283614241974,-35.9283614241959,-0.0000103067996739203,1044.55143659823,1044.55143659434,0.00285137030974885,89.99985,89.99985,2904.456,0.00743378,91616.24
4.820015,S,4.820015,0.9176146,0,0.5743906,0,99.09531,54.25395,107.4766,0,66.27455,79.37923,2.184112,-37.0997159031492,-37.0997159031467,-0.0000135080517496959,1044.18043944749,1044.1804394436,0.00285123522923437,89.99985,89.99985,2914.898,0.007462292,91582.75
4.830016,S,4.830016,0.9173207,0,0.5739979,0,97.26299,54.24965,107.2887,0,66.26199,79.37741,2.185904,-38.0747744010745,-38.0747744010711,-0.0000161752051815455,1043.79969171199,1043.7996917081,0.00285107347718617,89.99985,89.99985,2925.336,0.007490804,91549.28
4.840016,S,4.840016,0.9170182,0,0.5736005,0,95.43064,54.24547,107.0982,0,66.24943,79.37554,2.187686,-39.0484267260574,-39.0484267260528,-0.000018840150246523,1043.40920745346,1043.40920744957,0.00285088507568792,89.99985,89.99985,2935.77,0.007519314,91515.84
4.850016,S,4.850016,0.9167071,0,0.5731992,0,93.5983,54.24142,106.9052,0,66.23686,79.37362,2.189459,-40.020758808129,-40.0207588081232,-0.0000215031507928368,1043.00899987433,1043.00899987043,0.0028506700441848,89.99985,89.99985,2946.2,0.007547821,91482.42
4.860016,S,4.860016,0.9163875,0,0.5727946,0,91.76586,54.2375,106.7099,0,66.2243,79.37164,2.191224,-40.9918933335192,-40.9918933335121,-0.0000241645045378999,1042.59908095016,1042.59908094626,0.00285042839914482,89.99985,89.99985,2956.626,0.007576327,91449.02
4.870017,S,4.870017,0.9160593,0,0.5723873,0,89.93341,54.23369,106.5123,0,66.21174,79.36961,2.19298,-41.961823348353,-41.9618233483444,-0.0000268242048499799,1042.17946272606,1042.17946272216,0.00285016015710232,89.99985,89.99985,2967.048,0.00760483,91415.64
4.880017,S,4.880017,0.9157224,0,0.5719777,0,88.10098,54.23,106.3127,0,66.19917,79.36753,2.194726,-42.9306283254915,-42.9306283254814,-0.0000294824746026533,1041.7501564524,1041.7501564485,0.00284986533236288,89.99985,89.99985,2977.466,0.00763333,91382.28
4.890017,S,4.890017,0.915377,0,0.5715668,0,86.26842,54.22644,106.111,0,66.18661,79.36539,2.196464,-43.8984279709324,-43.8984279709206,-0.0000321396311716825,1041.3111721825,1041.3111721786,0.00284954393605835,89.99985,89.99985,2987.879,0.007661827,91348.95
4.900017,S,4.900017,0.9150231,0,0.5711553,0,84.43588,54.223,105.9077,0,66.17405,79.36321,2.198195,-44.8652818893218,-44.8652818893083,-0.000034795834192339,1040.86251937364,1040.86251936974,0.0028491959777242,89.99985,89.99985,2998.288,0.007690321,91315.65
4.910017,S,4.910017,0.9146607,0,0.5707438,0,82.60334,54.21968,105.7027,0,66.16148,79.36097,2.199914,-45.8312928986743,-45.831292898659,-0.0000374513787767122,1040.4042064549,1040.404206451,0.0028488214639448,89.99985,89.99985,3008.692,0.007718811,91282.37
4.920018,S,4.920018,0.9142897,0,0.5703329,0,80.77071,54.21648,105.4961,0,66.14892,79.35867,2.201626,-46.7964530517037,-46.7964530516865,-0.0000401062511876425,1039.93624193484,1039.93624193094,0.00284842040144189,89.99985,89.99985,3019.091,0.007747298,91249.11
4.930018,S,4.930018,0.9139103,0,0.5699237,0,78.93816,54.21341,105.2882,0,66.13635,79.35633,2.203329,-47.7608944720421,-47.760894472023,-0.0000427607915382601,1039.4586330008,1039.4586329969,0.00284799279353606,89.99985,89.99985,3029.486,0.00777578,91215.88
4.940018,S,4.940018,0.9135222,0,0.5695164,0,77.10542,54.21046,105.079,0,66.12379,79.35394,2.205024,-48.7247497800273,-48.7247497800061,-0.0000454153579421119,1038.97138551389,1038.97138550999,0.00284753863996679,89.99985,89.99985,3039.875,0.007804257,91182.68
4.950018,S,4.950018,0.9131258,0,0.5691124,0,75.27279,54.20763,104.8687,0,66.11123,79.35148,2.206708,-49.6880095382568,-49.6880095382335,-0.0000480699262407444,1038.47450542961,1038.47450542571,0.00284705794071513,89.99985,89.99985,3050.26,0.00783273,91149.5
4.960019,S,4.960019,0.9127207,0,0.5687119,0,73.44005,54.20492,104.6576,0,66.09866,79.34898,2.208385,-50.6508182879974,-50.650818287972,-0.0000507249421813105,1037.96799725805,1037.96799725415,0.00284655069130466,89.99985,89.99985,3060.64,0.007861198,91116.34
4.970019,S,4.970019,0.9123073,0,0.5683161,0,71.60721,54.20233,104.4456,0,66.08611,79.34642,2.210053,-51.6133131199353,-51.6133131199077,-0.000053380721718487,1037.45186413839,1037.45186413449,0.00284601688409941,89.99985,89.99985,3071.014,0.007889661,91083.21
4.980019,S,4.980019,0.9118853,0,0.5679256,0,69.77447,54.19987,104.2331,0,66.07354,79.34381,2.211712,-52.5753996600475,-52.5753996600176,-0.0000560370298994707,1036.92611015354,1036.92611014964,0.00284545651381294,89.99985,89.99985,3081.383,0.007918118,91050.11
4.990019,S,4.990019,0.9114547,0,0.5675411,0,67.94153,54.19753,104.0201,0,66.06097,79.34116,2.213363,-53.537385865672,-53.5373858656398,-0.0000586947203229539,1036.39073630685,1036.39073630295,0.00284486956662283,89.99985,89.99985,3091.747,0.00794657,91017.04
5.00002,S,5.00002,0.9110157,0,0.5671638,0,66.10869,54.1953,103.8067,0,66.04841,79.33844,2.215005,-54.4991306724798,-54.4991306724453,-0.0000613534102432411,1035.84574501231,1035.84574500841,0.00284425603253411,89.99985,89.99985,3102.106,0.007975016,90983.99
5.01002,S,5.01002,0.9105681,0,0.5667943,0,64.64094,54.19321,103.5932,0,66.03585,79.33567,2.216637,-55.2442086170428,-55.2442086170064,-0.0000634187088586061,1035.2933029385,1035.29330293459,0.0028436218454597,89.99985,89.99985,3112.459,0.008003456,90950.97
5.02002,S,5.02002,0.9101141,0,0.5664351,0,63.53555,54.19122,103.3805,0,66.02328,79.33287,2.218264,-55.7747634797993,-55.7747634797615,-0.0000648959935565932,1034.73555531617,1034.73555531226,0.00284297288553864,89.99985,89.99985,3122.806,0.008031889,90917.98
5.03002,S,5.03002,0.9096552,0,0.5660881,0,62.43005,54.18932,103.1693,0,66.01072,79.33003,2.219885,-56.3062591025533,-56.3062591025142,-0.0000663767684405764,1034.17249273773,1034.17249273382,0.00284230911786907,89.99985,89.99985,3133.148,0.008060316,90885.01
5.04002,S,5.04002,0.9091917,0,0.5657539,0,61.32456,54.1875,102.9597,0,65.99816,79.32716,2.221501,-56.8387074062344,-56.8387074061939,-0.0000678610903539758,1033.60410567637,1033.60410567246,0.0028416305069807,89.99985,89.99985,3143.484,0.008088735,90852.08
5.050021,S,5.050021,0.9087234,0,0.565433,0,60.21907,54.18575,102.7518,0,65.9856,79.32427,2.223113,-57.3721799164178,-57.3721799163759,-0.0000693491658278846,1033.03038389003,1033.03038388612,0.00284093701533792,89.99985,89.99985,3153.814,0.008117148,90819.17
5.060021,S,5.060021,0.9082504,0,0.5651259,0,59.11347,54.18407,102.5456,0,65.97303,79.32135,2.22472,-57.9067123958912,-57.9067123958479,-0.0000708410933908975,1032.45131677901,1032.4513167751,0.00284022860441985,89.99985,89.99985,3164.139,0.008145554,90786.29
5.070021,S,5.070021,0.9077725,0,0.564833,0,58.00787,54.18247,102.3413,0,65.96046,79.31839,2.226321,-58.4423902779806,-58.4423902779358,-0.0000723371061010373,1031.86689288929,1031.86689288538,0.00283950523337501,89.99985,89.99985,3174.457,0.008173953,90753.44
5.080021,S,5.080021,0.9072901,0,0.564555,0,56.90228,54.18094,102.139,0,65.94791,79.31541,2.227918,-58.9792026351676,-58.9792026351214,-0.0000738371755365938,1031.27710087612,1031.27710087221,0.00283876686163615,89.99985,89.99985,3184.77,0.008202344,90720.61
5.090022,S,5.090022,0.9068028,0,0.5642924,0,55.79658,54.17949,101.9386,0,65.93534,79.3124,2.22951,-59.5172726503875,-59.5172726503398,-0.0000753416399159167,1030.68192816292,1030.68192815901,0.00283801344525383,89.99985,89.99985,3195.077,0.008230728,90687.81
5.100022,S,5.100022,0.9063107,0,0.5640455,0,54.69089,54.17811,101.7404,0,65.92278,79.30936,2.231097,-60.0565615806204,-60.0565615805712,-0.0000768504158686566,1030.08136256054,1030.08136255663,0.00283724494111232,89.99985,89.99985,3205.378,0.008259105,90655.05
5.110022,S,5.110022,0.9058139,0,0.5638151,0,53.58509,54.1768,101.5444,0,65.91022,79.30629,2.232679,-60.5972512200367,-60.597251219986,-0.0000783639913008362,1029.47539006188,1029.47539005797,0.00283646130121683,89.99985,89.99985,3215.672,0.008287473,90622.31
5.120022,S,5.120022,0.9053121,0,0.5636016,0,52.47931,54.17558,101.3507,0,65.89765,79.30318,2.234256,-61.1392332868629,-61.1392332868107,-0.0000798821037853328,1028.86399774268,1028.86399773877,0.00283566248019683,89.99985,89.99985,3225.961,0.008315833,90589.6
5.130023,S,5.130023,0.9048057,0,0.5634056,0,51.37341,54.17442,101.1594,0,65.88509,79.30006,2.235828,-61.682721364414,-61.6827213643603,-0.0000814052876502953,1028.24717054282,1028.24717053891,0.00283484842733852,89.99985,89.99985,3236.243,0.008344186,90556.92
5.140023,S,5.140023,0.9042943,0,0.5632275,0,50.26762,54.17335,100.9704,0,65.87252,79.2969,2.237396,-62.2275147837149,-62.2275147836596,-0.0000829330426736267,1027.62489540889,1027.62489540498,0.00283401909693032,89.99984,89.99984,3246.52,0.008372529,90524.27
5.150023,S,5.150023,0.9037781,0,0.5630682,0,49.16162,54.17234,100.784,0,65.85996,79.2937,2.238957,-62.7739403769084,-62.7739403768516,-0.0000844662698235361,1026.99715601915,1026.99715601524,0.00283317443425096,89.99984,89.99984,3256.79,0.008400866,90491.65
5.160023,S,5.160023,0.9032571,0,0.562928,0,48.05573,54.17141,100.6003,0,65.8474,79.29048,2.240514,-63.3218779412916,-63.3218779412332,-0.0000860046261447221,1026.36393725389,1026.36393724998,0.00283231438800874,89.99984,89.99984,3267.053,0.008429193,90459.06
5.170023,S,5.170023,0.9027312,0,0.5628075,0,46.94974,54.17056,100.4193,0,65.83483,79.28723,2.242066,-63.8714307915842,-63.8714307915242,-0.0000875484299603372,1025.72522296025,1025.72522295634,0.0028314389037287,89.99984,89.99984,3277.311,0.008457512,90426.49
5.180024,S,5.180024,0.9022004,0,0.5627074,0,45.84365,54.16978,100.241,0,65.82227,79.28395,2.243613,-64.4226644928972,-64.4226644928356,-0.0000890978574849841,1025.08099632972,1025.08099632581,0.00283054792517376,89.99984,89.99984,3287.562,0.008485822,90393.96
5.190024,S,5.190024,0.9016648,0,0.5626281,0,44.73756,54.16908,100.0657,0,65.80971,79.28064,2.245156,-64.9755899727487,-64.9755899726855,-0.0000906529115608336,1024.43124044452,1024.43124044061,0.00282964139607841,89.99984,89.99984,3297.806,0.008514123,90361.46
5.200024,S,5.200024,0.9011241,0,0.5625705,0,43.63146,54.16845,99.89331,0,65.79714,79.2773,2.246692,-65.5302648489637,-65.5302648488988,-0.000092213793034637,1023.77593781068,1023.77593780677,0.00282871925816868,89.99984,89.99984,3308.044,0.008542415,90328.99
5.210024,S,5.210024,0.9005786,0,0.562535,0,42.52527,54.16789,99.72405,0,65.78458,79.27393,2.248224,-66.0868053506017,-66.0868053505352,-0.0000937808135978144,1023.11506977195,1023.11506976804,0.00282778145005366,89.99984,89.99984,3318.275,0.008570697,90296.55
5.220025,S,5.220025,0.900028,0,0.5625222,0,41.49783,54.16741,99.55787,0,65.77202,79.27052,2.249751,-66.5983830874485,-66.5983830873804,-0.0000952245464670691,1022.44908595596,1022.44908595205,0.00282682920461027,89.99984,89.99984,3328.5,0.00859897,90264.13
5.230025,S,5.230025,0.8994731,0,0.5623738,0,41.16008,54.167,99.36703,0,65.75945,79.27036,2.251817,-66.6858707870056,-66.6858707869372,-0.0000954965062315648,1021.782227263,1021.78222725909,0.0028258742395693,89.99984,89.99984,3338.717,0.008627234,90231.76
5.240025,S,5.240025,0.8989171,0,0.5622172,0,40.82233,54.16664,99.17479,0,65.74689,79.27036,2.253911,-66.772503159891,-66.7725031598223,-0.0000957662718400436,1021.11450224633,1021.11450224242,0.0028249165768723,89.99984,89.99984,3348.928,0.008655488,90199.41
5.250025,S,5.250025,0.8983603,0,0.5620604,0,40.48458,54.1663,98.98267,0,65.73433,79.27036,2.256005,-66.8591871901365,-66.8591871900675,-0.0000960363595612364,1020.44591038937,1020.44591038546,0.00282395621329815,89.99984,89.99984,3359.133,0.008683732,90167.09
5.260026,S,5.260026,0.8978029,0,0.5619034,0,40.14672,54.16599,98.79067,0,65.72176,79.27036,2.258099,-66.9459934099064,-66.9459934098371,-0.0000963069797157978,1019.77645047024,1019.77645046633,0.00282299314352252,89.99984,89.99984,3369.331,0.008711967,90134.8
5.270026,S,5.270026,0.8972445,0,0.5617461,0,39.80886,54.16571,98.59866,0,65.7092,79.27036,2.260193,-67.0327767812287,-67.0327767811591,-0.0000965777078728574,1019.10612271741,1019.1061227135,0.00282202736646538,89.99984,89.99984,3379.522,0.008740191,90102.54
5.280026,S,5.280026,0.8966854,0,0.5615886,0,39.47091,54.16544,98.40684,0,65.69663,79.27036,2.262287,-67.1197111509878,-67.1197111509179,-0.0000968490366753897,1018.4349256209,1018.43492561699,0.00282105887612027,89.99984,89.99984,3389.706,0.008768407,90070.31
5.290026,S,5.290026,0.8961254,0,0.5614309,0,39.13296,54.16521,98.215,0,65.68407,79.27036,2.26438,-67.2066286327638,-67.2066286326936,-0.000097120515165595,1017.76285934959,1017.76285934568,0.00282008767099032,89.99984,89.99984,3399.884,0.008796613,90038.12
5.300026,S,5.300026,0.8955646,0,0.561273,0,38.79501,54.16499,98.02324,0,65.67151,79.27036,2.266474,-67.2935729366306,-67.2935729365601,-0.0000973922286086036,1017.08992363527,1017.08992363136,0.002819113748726,89.99984,89.99984,3410.055,0.008824809,90005.95
5.310027,S,5.310027,0.8950028,0,0.5611147,0,38.45696,54.16481,97.83164,0,65.65894,79.27036,2.268568,-67.3806543311834,-67.3806543311126,-0.0000976644953275681,1016.41611710702,1016.41611710311,0.00281813710379455,89.99984,89.99984,3420.219,0.008852995,89973.82
5.320027,S,5.320027,0.8944404,0,0.5609564,0,38.11891,54.16464,97.64012,0,65.64639,79.27036,2.270662,-67.4677675148808,-67.4677675148097,-0.0000979370633166593,1015.74143944695,1015.74143944304,0.00281715773318327,89.99984,89.99984,3430.376,0.008881171,89941.71
5.330027,S,5.330027,0.8938771,0,0.5607977,0,37.78076,54.16451,97.44865,0,65.63382,79.27036,2.272756,-67.554950237332,-67.5549502372606,-0.00009820999699842,1015.06588995968,1015.06588995577,0.00281617563323524,89.99984,89.99984,3440.527,0.008909338,89909.64
5.340027,S,5.340027,0.8933131,0,0.5606388,0,37.44261,54.16439,97.25726,0,65.62125,79.27036,2.27485,-67.6421697159817,-67.64216971591,-0.0000984832092129394,1014.38946827764,1014.38946827373,0.00281519080116512,89.99984,89.99984,3450.671,0.008937495,89877.59
